fixture_data,backend,artifact_warning,model_id,canonical_id,base_present,alternative_present,base_rank,alternative_rank,rank_change,base_ci_low,base_ci_high,alternative_ci_low,alternative_ci_high,base_prompt_range,alternative_prompt_range
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,accuracy,False,True,,13,,,,0.19779475571025282,0.5848439296297031,,0.38704917391945026
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,ai_literacy,True,True,1,1,0,0.4920038469607399,0.8194502928353243,0.4920038469607399,0.8194502928353243,0.3274464458745845,0.3274464458745845
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,attention_to_detail,True,True,14,19,5,0.15045871050875972,0.4606754375540876,0.15045871050875972,0.4606754375540876,0.3102167270453279,0.3102167270453279
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,cash_handling,False,True,,6,,,,0.22776585292361873,0.7089723136370515,,0.48120646071343276
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,complaint_handling,True,True,10,15,5,0.27001564983698817,0.4442916123170562,0.27001564983698817,0.4442916123170562,0.17427596248006805,0.17427596248006805
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,conflict_resolution,False,True,,2,,,,0.4695450563757124,0.8097971387180153,,0.34025208234230286
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,customer_service,True,True,6,10,4,0.20957580041284798,0.8692344684419419,0.20957580041284798,0.8692344684419419,0.6596586680290939,0.6596586680290939
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,data_privacy,True,True,7,11,4,0.16219813936483363,0.8325492031080333,0.16219813936483363,0.8325492031080333,0.6703510637431996,0.6703510637431996
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,guest_communication,True,True,12,17,5,0.20907144797809427,0.45255863606075825,0.20907144797809427,0.45255863606075825,0.24348718808266398,0.24348718808266398
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,local_knowledge,True,True,8,12,4,0.20200180475907223,0.6482597708621086,0.20200180475907223,0.6482597708621086,0.44625796610303636,0.44625796610303636
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,multitasking,True,True,3,5,2,0.18007169895112055,0.666912134026402,0.18007169895112055,0.666912134026402,0.4868404350752816,0.4868404350752816
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,payment_processing,True,True,11,16,5,0.2860347687691012,0.37957849404932625,0.2860347687691012,0.37957849404932625,0.09354372528022503,0.09354372528022503
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,pms_proficiency,False,True,,3,,,,0.2368693002218192,0.8399613461078538,,0.6030920458860347
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,prioritization,False,True,,8,,,,0.3045846120044047,0.6509105253435817,,0.34632591333917706
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,problem_solving,True,True,13,18,5,0.12365948182612774,0.6335453592720517,0.12365948182612774,0.6335453592720517,0.509885877445924,0.509885877445924
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,record_keeping,True,True,4,7,3,0.35130740081327466,0.6866020928430374,0.35130740081327466,0.6866020928430374,0.33529469202976275,0.33529469202976275
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,reservation_systems,True,True,2,4,2,0.31669283131538944,0.8242386919877219,0.31669283131538944,0.8242386919877219,0.5075458606723324,0.5075458606723324
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,teamwork,True,True,5,9,4,0.18106648491691513,0.689099009741953,0.18106648491691513,0.689099009741953,0.5080325248250379,0.5080325248250379
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,gpt2_2017,time_management,True,True,9,14,5,0.12909817180938307,0.5557669090838593,0.12909817180938307,0.5557669090838593,0.4266687372744762,0.4266687372744762
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,llama3_8b_instruct_2023,accuracy,False,True,,2,,,,0.5594222058136872,0.8779777322711851,,0.31855552645749796
True,fixture,SYNTHETIC FIXTURE: taxonomy sensitivity software verification only; not empirical.,llama3_8b_instruct_2023,ai_literacy,True,True,7,10,3,0.2574650287011675,0.7346252112148223,0.2574650287011675,0.7346252112148223,0.4771601825136548,0.4771601825136548
